RecordID,WorkerID,InductionType,InductionDate,InductionScore
2462,580,Equipment Handling,12-01-20,87
2521,597,Equipment Handling,12-01-20,87
1159,281,First Aid,13-01-20,94
1285,310,First Aid,13-01-20,94
1820,439,Chemical Safety,13-01-20,63
1721,417,Chemical Safety,14-01-20,33
2622,621,First Aid,14-01-20,49
4217,987,First Aid,14-01-20,92
905,227,First Aid,15-01-20,62
4166,977,Chemical Safety,15-01-20,36
2096,497,Emergency Response,17-01-20,82
3445,813,Equipment Handling,17-01-20,95
447,117,Equipment Handling,19-01-20,70
2815,670,Chemical Safety,19-01-20,97
195,50,First Aid,21-01-20,92
1895,457,Chemical Safety,21-01-20,71
1991,477,Chemical Safety,24-01-20,19
3213,761,Chemical Safety,25-01-20,10
3579,843,Chemical Safety,25-01-20,93
4025,943,Equipment Handling,27-01-20,87
1624,394,Emergency Response,29-01-20,21
1196,287,Emergency Response,30-01-20,56
3685,862,Chemical Safety,31-01-20,88
3604,848,Chemical Safety,02-02-20,12
4151,972,Fire Safety,02-02-20,11
463,120,First Aid,03-02-20,42
3678,861,Chemical Safety,05-02-20,87
2242,525,Emergency Response,06-02-20,92
2810,669,Equipment Handling,06-02-20,93
3112,739,Chemical Safety,06-02-20,54
26,5,Equipment Handling,07-02-20,83
3586,844,Equipment Handling,07-02-20,15
2028,484,Emergency Response,08-02-20,95
1237,296,Chemical Safety,09-02-20,96
1985,476,First Aid,09-02-20,5
1068,262,Chemical Safety,10-02-20,2
358,94,Fire Safety,12-02-20,70
1811,438,Emergency Response,12-02-20,81
2058,491,Emergency Response,12-02-20,98
2299,540,Fire Safety,12-02-20,63
3231,764,Equipment Handling,12-02-20,90
3729,870,Chemical Safety,12-02-20,97
236,58,Equipment Handling,13-02-20,85
4079,955,Chemical Safety,13-02-20,98
2255,529,First Aid,14-02-20,12
2396,568,Equipment Handling,14-02-20,94
249,64,Chemical Safety,15-02-20,96
308,79,Emergency Response,15-02-20,81
2411,571,Chemical Safety,16-02-20,2
3072,726,Emergency Response,16-02-20,82
254,66,Equipment Handling,17-02-20,89
790,200,Equipment Handling,17-02-20,94
1122,272,Fire Safety,17-02-20,85
2746,651,Equipment Handling,18-02-20,86
3918,915,Emergency Response,19-02-20,34
4204,985,Emergency Response,20-02-20,3
2981,707,Fire Safety,23-02-20,7
4042,947,First Aid,23-02-20,75
61,13,First Aid,25-02-20,43
2860,680,First Aid,25-02-20,79
659,170,Chemical Safety,26-02-20,13
3888,909,Equipment Handling,26-02-20,23
169,42,First Aid,27-02-20,87
1939,468,Fire Safety,28-02-20,71
3771,881,Emergency Response,28-02-20,40
913,229,Emergency Response,01-03-20,5
3506,827,Chemical Safety,03-03-20,99
990,243,Emergency Response,04-03-20,87
1044,255,Emergency Response,04-03-20,12
1900,459,Chemical Safety,04-03-20,46
312,80,First Aid,05-03-20,77
3598,847,Chemical Safety,05-03-20,38
687,175,Emergency Response,06-03-20,16
2187,511,Emergency Response,06-03-20,92
128,28,First Aid,10-03-20,10
641,166,Emergency Response,10-03-20,49
862,218,Chemical Safety,10-03-20,75
3873,905,Chemical Safety,10-03-20,28
1744,420,Emergency Response,12-03-20,92
3694,864,Fire Safety,12-03-20,95
367,97,First Aid,13-03-20,47
2388,565,Chemical Safety,13-03-20,46
1077,264,Emergency Response,14-03-20,83
2759,654,First Aid,14-03-20,99
4005,940,First Aid,14-03-20,26
617,159,Chemical Safety,16-03-20,90
833,211,Emergency Response,16-03-20,19
2661,630,First Aid,16-03-20,0
3035,720,Fire Safety,16-03-20,84
1150,279,Emergency Response,17-03-20,91
121,26,Emergency Response,18-03-20,50
3095,732,Chemical Safety,18-03-20,65
3237,765,Chemical Safety,19-03-20,93
4011,941,Chemical Safety,19-03-20,87
153,37,Emergency Response,20-03-20,12
2367,560,Fire Safety,20-03-20,60
2854,677,Equipment Handling,20-03-20,72
665,171,Chemical Safety,21-03-20,86
163,41,First Aid,22-03-20,91
3468,817,First Aid,24-03-20,82
3538,832,Chemical Safety,25-03-20,89
4185,982,Fire Safety,25-03-20,84
685,174,Equipment Handling,26-03-20,91
2546,601,First Aid,26-03-20,94
3867,904,Chemical Safety,26-03-20,53
1254,302,Equipment Handling,28-03-20,59
3755,879,Chemical Safety,28-03-20,24
609,157,Fire Safety,01-04-20,57
2238,523,Chemical Safety,01-04-20,91
3851,900,Chemical Safety,01-04-20,86
77,18,Equipment Handling,02-04-20,37
4231,989,First Aid,02-04-20,95
1248,299,Equipment Handling,04-04-20,41
3738,871,Fire Safety,04-04-20,14
294,77,Chemical Safety,05-04-20,0
507,133,Chemical Safety,05-04-20,54
889,223,Emergency Response,05-04-20,94
1303,313,Emergency Response,05-04-20,90
1839,447,Equipment Handling,05-04-20,90
2359,559,Chemical Safety,06-04-20,41
594,150,Equipment Handling,07-04-20,77
1115,271,First Aid,08-04-20,57
419,111,Fire Safety,09-04-20,95
1411,342,First Aid,10-04-20,42
2751,652,Emergency Response,10-04-20,45
2876,682,Chemical Safety,10-04-20,3
2644,625,Equipment Handling,11-04-20,4
84,20,Emergency Response,13-04-20,95
1273,307,Chemical Safety,13-04-20,90
2902,689,Fire Safety,13-04-20,82
3309,780,Equipment Handling,13-04-20,98
393,104,Fire Safety,17-04-20,65
957,238,First Aid,18-04-20,92
3362,792,Equipment Handling,19-04-20,6
4240,990,Emergency Response,20-04-20,96
4281,998,Fire Safety,20-04-20,92
425,112,Emergency Response,21-04-20,42
1017,250,Chemical Safety,21-04-20,55
1461,357,Emergency Response,21-04-20,85
2564,605,First Aid,21-04-20,87
1432,349,Emergency Response,22-04-20,78
2041,488,Equipment Handling,22-04-20,98
1512,365,Chemical Safety,23-04-20,95
733,187,Equipment Handling,24-04-20,8
1157,280,Equipment Handling,24-04-20,84
3418,808,Fire Safety,25-04-20,90
998,246,Fire Safety,27-04-20,46
4131,967,First Aid,27-04-20,25
3631,853,Fire Safety,28-04-20,91
3286,775,Equipment Handling,29-04-20,5
3997,936,First Aid,29-04-20,26
4108,962,Emergency Response,29-04-20,99
257,68,Emergency Response,30-04-20,72
926,231,Fire Safety,30-04-20,33
1146,278,Fire Safety,30-04-20,72
1309,314,Equipment Handling,04-05-20,81
2215,516,Emergency Response,04-05-20,3
919,230,Equipment Handling,05-05-20,48
1102,267,Chemical Safety,05-05-20,56
2020,483,First Aid,05-05-20,87
2655,627,Chemical Safety,05-05-20,86
3378,797,Emergency Response,05-05-20,45
4073,954,First Aid,06-05-20,28
3374,796,Equipment Handling,07-05-20,88
1183,284,Chemical Safety,08-05-20,7
1696,413,Emergency Response,08-05-20,33
3340,786,Fire Safety,08-05-20,10
2972,706,First Aid,10-05-20,80
387,102,Fire Safety,13-05-20,93
2466,582,Emergency Response,15-05-20,82
3745,873,First Aid,15-05-20,83
4067,953,Fire Safety,16-05-20,90
1436,350,Equipment Handling,17-05-20,90
1325,318,Fire Safety,18-05-20,21
2196,513,Equipment Handling,18-05-20,54
3839,898,Equipment Handling,19-05-20,95
3990,935,Fire Safety,20-05-20,74
3940,922,First Aid,21-05-20,27
1703,414,Equipment Handling,22-05-20,87
631,162,Equipment Handling,23-05-20,26
707,179,Equipment Handling,23-05-20,52
2528,598,First Aid,23-05-20,86
532,138,Fire Safety,24-05-20,76
1417,343,Chemical Safety,24-05-20,97
3964,927,Fire Safety,24-05-20,45
4035,946,Fire Safety,24-05-20,85
41,8,First Aid,25-05-20,55
1682,411,Chemical Safety,27-05-20,35
857,217,Emergency Response,29-05-20,92
2079,494,First Aid,29-05-20,51
2492,588,First Aid,30-05-20,83
1875,454,Fire Safety,01-06-20,85
2089,496,Equipment Handling,02-06-20,89
2340,553,Chemical Safety,02-06-20,100
402,107,Fire Safety,03-06-20,17
2845,676,Chemical Safety,03-06-20,4
581,147,Equipment Handling,04-06-20,68
2230,519,Chemical Safety,04-06-20,35
2788,661,Equipment Handling,04-06-20,84
3131,743,First Aid,05-06-20,26
820,208,Equipment Handling,06-06-20,4
4050,948,First Aid,06-06-20,83
1567,378,Fire Safety,07-06-20,90
2668,632,Equipment Handling,07-06-20,14
3025,718,Emergency Response,08-06-20,88
3481,821,Emergency Response,08-06-20,94
70,17,Emergency Response,09-06-20,88
1174,283,First Aid,09-06-20,93
2066,492,First Aid,09-06-20,20
1497,363,Equipment Handling,10-06-20,23
175,43,Fire Safety,11-06-20,36
804,204,First Aid,11-06-20,85
2800,665,Fire Safety,11-06-20,61
586,148,First Aid,12-06-20,53
1348,326,Equipment Handling,12-06-20,97
1641,401,Chemical Safety,12-06-20,16
2742,650,Equipment Handling,12-06-20,99
3591,845,Emergency Response,12-06-20,80
1394,339,Emergency Response,13-06-20,89
451,118,Fire Safety,14-06-20,82
1748,421,Chemical Safety,14-06-20,51
2940,699,Emergency Response,15-06-20,99
4054,949,Chemical Safety,15-06-20,69
648,167,Fire Safety,16-06-20,99
851,215,Emergency Response,16-06-20,81
2403,569,Emergency Response,17-06-20,23
2601,615,Equipment Handling,17-06-20,50
2805,666,Equipment Handling,17-06-20,21
48,11,Chemical Safety,18-06-20,1
481,124,Fire Safety,18-06-20,2
2693,640,Emergency Response,18-06-20,61
2281,536,First Aid,19-06-20,12
1401,340,Equipment Handling,20-06-20,68
2004,480,Emergency Response,20-06-20,76
3175,753,Emergency Response,20-06-20,53
1930,465,Fire Safety,21-06-20,66
2105,498,Chemical Safety,23-06-20,92
3029,719,Emergency Response,23-06-20,71
2317,544,First Aid,24-06-20,99
1222,293,Equipment Handling,26-06-20,67
3819,892,First Aid,26-06-20,92
1316,316,Emergency Response,27-06-20,77
1737,419,Chemical Safety,27-06-20,90
1650,402,Chemical Safety,28-06-20,98
3187,756,First Aid,28-06-20,100
3927,917,Emergency Response,28-06-20,46
3294,776,Fire Safety,30-06-20,82
1577,382,Fire Safety,01-07-20,21
1981,475,Chemical Safety,01-07-20,17
284,75,Emergency Response,02-07-20,21
338,87,Fire Safety,03-07-20,86
1671,408,Fire Safety,03-07-20,92
3081,728,Fire Safety,03-07-20,95
4137,969,Fire Safety,04-07-20,66
344,88,Equipment Handling,06-07-20,87
1268,305,Equipment Handling,06-07-20,45
3789,887,Fire Safety,06-07-20,19
230,57,Chemical Safety,07-07-20,34
1791,432,Equipment Handling,07-07-20,89
3955,924,Chemical Safety,08-07-20,88
1215,291,Chemical Safety,10-07-20,35
1731,418,First Aid,10-07-20,84
548,140,Equipment Handling,11-07-20,63
2625,622,Equipment Handling,12-07-20,82
4194,983,Equipment Handling,12-07-20,87
761,195,Chemical Safety,13-07-20,21
2917,692,Equipment Handling,13-07-20,22
4056,950,Emergency Response,13-07-20,78
3894,910,Emergency Response,14-07-20,91
2721,647,Equipment Handling,16-07-20,45
599,151,Equipment Handling,18-07-20,86
2127,502,Emergency Response,18-07-20,58
3271,772,Equipment Handling,18-07-20,88
3154,749,Emergency Response,19-07-20,82
2597,613,Chemical Safety,20-07-20,47
1584,383,First Aid,21-07-20,82
2593,610,Equipment Handling,21-07-20,53
880,222,Emergency Response,22-07-20,95
2113,499,First Aid,22-07-20,90
2685,639,Emergency Response,22-07-20,13
3948,923,First Aid,22-07-20,55
2496,589,Equipment Handling,23-07-20,89
2835,674,Emergency Response,23-07-20,89
1708,415,Fire Safety,25-07-20,11
3499,826,Emergency Response,25-07-20,13
2383,563,Equipment Handling,26-07-20,90
3101,736,Emergency Response,26-07-20,84
3190,757,First Aid,26-07-20,88
3530,831,Equipment Handling,27-07-20,80
3712,867,First Aid,27-07-20,7
568,144,First Aid,29-07-20,91
2482,587,Fire Safety,30-07-20,26
2336,552,Chemical Safety,01-08-20,98
2577,607,Fire Safety,01-08-20,71
189,47,First Aid,03-08-20,89
323,84,Equipment Handling,03-08-20,57
363,96,First Aid,04-08-20,34
1526,368,First Aid,04-08-20,93
1848,449,Chemical Safety,04-08-20,65
2965,705,First Aid,04-08-20,90
1550,373,Emergency Response,05-08-20,64
1560,376,Emergency Response,05-08-20,10
272,73,Fire Safety,06-08-20,86
2672,633,Fire Safety,06-08-20,85
2286,537,Equipment Handling,07-08-20,70
1094,266,Equipment Handling,09-08-20,96
968,240,Fire Safety,11-08-20,39
3613,849,First Aid,11-08-20,88
1558,375,Chemical Safety,13-08-20,52
1865,452,Fire Safety,13-08-20,85
2755,653,Chemical Safety,13-08-20,4
2960,704,Fire Safety,14-08-20,96
4265,995,Equipment Handling,15-08-20,49
2584,608,Emergency Response,16-08-20,100
1113,270,First Aid,17-08-20,98
2152,506,Fire Safety,17-08-20,75
2931,695,Equipment Handling,18-08-20,51
1598,387,Fire Safety,19-08-20,80
3207,760,Emergency Response,20-08-20,49
1371,332,Equipment Handling,21-08-20,42
16,3,First Aid,23-08-20,42
435,114,Equipment Handling,23-08-20,15
784,199,Fire Safety,23-08-20,80
1766,427,Emergency Response,24-08-20,70
2709,644,First Aid,24-08-20,88
3408,804,Chemical Safety,24-08-20,68
1165,282,Equipment Handling,25-08-20,17
3571,841,Emergency Response,25-08-20,94
2949,701,Chemical Safety,26-08-20,51
2704,643,First Aid,27-08-20,54
3639,855,Emergency Response,27-08-20,87
3620,850,Equipment Handling,28-08-20,48
1852,450,First Aid,29-08-20,12
2866,681,First Aid,31-08-20,90
3416,807,Equipment Handling,31-08-20,47
149,36,Chemical Safety,01-09-20,47
697,178,Fire Safety,01-09-20,86
1357,328,Emergency Response,01-09-20,53
1062,260,Emergency Response,02-09-20,95
2302,541,Chemical Safety,02-09-20,89
125,27,First Aid,04-09-20,61
3643,856,Equipment Handling,04-09-20,81
288,76,First Aid,05-09-20,28
1265,304,First Aid,06-09-20,53
1607,388,Chemical Safety,06-09-20,90
3393,801,First Aid,06-09-20,70
1364,330,Equipment Handling,07-09-20,99
1890,456,Emergency Response,07-09-20,49
3672,860,Fire Safety,07-09-20,98
1034,252,Fire Safety,09-09-20,4
3627,852,Fire Safety,09-09-20,30
748,191,Chemical Safety,10-09-20,97
1797,433,Emergency Response,10-09-20,88
2012,482,Emergency Response,11-09-20,96
3220,762,Chemical Safety,11-09-20,85
3492,825,First Aid,11-09-20,82
3968,928,Chemical Safety,11-09-20,35
355,93,Emergency Response,12-09-20,60
1187,285,Chemical Safety,12-09-20,95
3163,750,First Aid,12-09-20,80
4102,960,Emergency Response,12-09-20,90
1948,471,First Aid,14-09-20,55
373,98,Emergency Response,15-09-20,92
489,127,Chemical Safety,15-09-20,90
1202,288,Chemical Safety,15-09-20,99
180,44,Fire Safety,16-09-20,71
724,183,Emergency Response,16-09-20,11
1530,369,First Aid,16-09-20,42
3355,790,Equipment Handling,16-09-20,61
1925,464,Emergency Response,17-09-20,92
2508,592,Equipment Handling,17-09-20,52
840,212,Fire Safety,18-09-20,84
226,56,Fire Safety,19-09-20,5
2033,486,Chemical Safety,19-09-20,91
2886,683,Equipment Handling,19-09-20,8
3937,921,Chemical Safety,19-09-20,88
112,25,Emergency Response,20-09-20,80
557,142,Fire Safety,20-09-20,37
4090,957,Chemical Safety,20-09-20,95
1344,324,Equipment Handling,21-09-20,95
2441,576,Emergency Response,21-09-20,43
3120,740,Emergency Response,21-09-20,65
3358,791,First Aid,21-09-20,13
1666,406,Emergency Response,22-09-20,92
3904,911,Fire Safety,22-09-20,4
301,78,First Aid,23-09-20,1
716,181,Emergency Response,24-09-20,47
2052,490,Fire Safety,24-09-20,63
3913,914,Equipment Handling,24-09-20,97
204,52,Emergency Response,26-09-20,12
1053,256,Emergency Response,28-09-20,26
1440,352,First Aid,28-09-20,75
1454,355,Chemical Safety,28-09-20,23
3332,784,Fire Safety,28-09-20,19
3201,759,First Aid,29-09-20,92
2328,548,Equipment Handling,30-09-20,84
1295,312,Chemical Safety,01-10-20,64
1545,372,Chemical Safety,01-10-20,12
216,55,Chemical Safety,03-10-20,89
1885,455,Emergency Response,03-10-20,84
3245,766,First Aid,03-10-20,42
1617,392,Chemical Safety,04-10-20,94
772,196,Chemical Safety,05-10-20,85
3148,748,Fire Safety,05-10-20,100
4085,956,First Aid,05-10-20,81
281,74,First Aid,06-10-20,23
3018,717,First Aid,06-10-20,80
3720,869,Equipment Handling,06-10-20,91
2904,690,Equipment Handling,08-10-20,93
4156,973,Chemical Safety,08-10-20,94
1468,359,Equipment Handling,10-10-20,13
2457,579,Fire Safety,10-10-20,99
658,169,Fire Safety,11-10-20,96
589,149,First Aid,12-10-20,16
2683,638,Fire Safety,12-10-20,39
981,242,Chemical Safety,13-10-20,98
1190,286,First Aid,13-10-20,68
1228,295,First Aid,13-10-20,82
847,214,Chemical Safety,14-10-20,95
1958,472,First Aid,14-10-20,29
2378,562,First Aid,14-10-20,97
2727,648,First Aid,15-10-20,47
4020,942,Chemical Safety,15-10-20,39
329,85,Fire Safety,16-10-20,86
1521,366,Fire Safety,16-10-20,81
2793,663,Equipment Handling,16-10-20,77
678,173,Fire Safety,19-10-20,69
776,197,Emergency Response,19-10-20,32
1088,265,Equipment Handling,20-10-20,64
1139,276,First Aid,21-10-20,9
3931,919,First Aid,21-10-20,83
3960,926,Equipment Handling,21-10-20,94
3059,724,First Aid,22-10-20,55
103,22,Fire Safety,24-10-20,96
653,168,Chemical Safety,24-10-20,95
512,134,Fire Safety,25-10-20,21
2267,532,Chemical Safety,25-10-20,8
2499,591,Equipment Handling,26-10-20,83
2610,617,First Aid,26-10-20,31
2638,624,Fire Safety,28-10-20,68
55,12,First Aid,30-10-20,7
3263,770,Fire Safety,30-10-20,81
1351,327,Chemical Safety,31-10-20,66
2923,694,Fire Safety,31-10-20,80
2390,566,Chemical Safety,02-11-20,3
3793,888,Chemical Safety,02-11-20,94
2449,577,Equipment Handling,04-11-20,52
2590,609,Equipment Handling,04-11-20,85
3705,866,Emergency Response,04-11-20,73
1026,251,First Aid,05-11-20,100
3700,865,Fire Safety,06-11-20,78
3764,880,Emergency Response,06-11-20,53
2910,691,Chemical Safety,07-11-20,85
2276,535,Fire Safety,08-11-20,66
901,226,Equipment Handling,09-11-20,92
1783,431,Equipment Handling,10-11-20,96
3001,713,First Aid,10-11-20,85
3622,851,Chemical Safety,10-11-20,82
3843,899,Chemical Safety,10-11-20,0
4173,979,Equipment Handling,10-11-20,75
3043,721,Chemical Safety,11-11-20,91
2123,501,First Aid,12-11-20,85
3654,858,First Aid,12-11-20,70
4096,959,First Aid,12-11-20,90
1507,364,Emergency Response,13-11-20,92
1975,474,Chemical Safety,14-11-20,69
4251,992,First Aid,14-11-20,45
4258,994,First Aid,14-11-20,14
1207,289,Fire Safety,15-11-20,20
2471,583,Emergency Response,15-11-20,92
3008,715,Equipment Handling,15-11-20,84
443,115,First Aid,16-11-20,84
2898,687,Fire Safety,16-11-20,21
379,100,First Aid,17-11-20,68
1489,362,Equipment Handling,18-11-20,90
3252,768,Fire Safety,18-11-20,56
4228,988,First Aid,18-11-20,47
2994,712,Equipment Handling,19-11-20,26
3450,814,First Aid,19-11-20,92
4289,1000,Chemical Safety,19-11-20,84
132,30,Equipment Handling,20-11-20,15
408,109,First Aid,21-11-20,15
2169,508,Fire Safety,21-11-20,54
497,130,Equipment Handling,22-11-20,12
1061,259,Fire Safety,23-11-20,98
1261,303,Equipment Handling,23-11-20,89
2226,518,Equipment Handling,25-11-20,85
2435,575,Fire Safety,26-11-20,32
3483,822,Chemical Safety,26-11-20,22
4117,964,Equipment Handling,26-11-20,98
801,203,Emergency Response,27-11-20,96
1009,248,Fire Safety,27-11-20,89
1913,462,Chemical Safety,27-11-20,98
3337,785,Fire Safety,29-11-20,92
2764,656,Fire Safety,30-11-20,83
3438,812,Equipment Handling,30-11-20,82
3813,891,Fire Safety,30-11-20,24
4273,996,Fire Safety,30-11-20,88
3099,734,Equipment Handling,01-12-20,92
3167,751,Fire Safety,01-12-20,61
3523,830,First Aid,01-12-20,84
809,205,Chemical Safety,03-12-20,56
2260,530,Equipment Handling,03-12-20,25
3956,925,Chemical Safety,04-12-20,81
13,2,Fire Safety,07-12-20,58
1142,277,First Aid,07-12-20,65
2375,561,Chemical Safety,07-12-20,29
3347,788,First Aid,07-12-20,77
3401,803,Fire Safety,07-12-20,66
2160,507,Fire Safety,08-12-20,85
2351,558,Equipment Handling,08-12-20,97
331,86,Chemical Safety,09-12-20,2
1224,294,Fire Safety,10-12-20,83
1861,451,Emergency Response,10-12-20,82
3663,859,Chemical Safety,10-12-20,90
3459,815,Equipment Handling,12-12-20,21
2309,543,Equipment Handling,13-12-20,97
3558,837,Emergency Response,13-12-20,4
2141,504,First Aid,14-12-20,31
1005,247,Equipment Handling,15-12-20,58
1828,441,Equipment Handling,17-12-20,37
3423,810,Equipment Handling,17-12-20,93
877,220,Equipment Handling,19-12-20,15
949,235,Fire Safety,19-12-20,89
2780,659,Chemical Safety,19-12-20,14
3184,755,Fire Safety,19-12-20,91
3828,893,Chemical Safety,19-12-20,97
3512,828,First Aid,20-12-20,96
1678,410,Chemical Safety,21-12-20,52
1715,416,First Aid,21-12-20,94
3431,811,Fire Safety,21-12-20,98
894,224,Chemical Safety,22-12-20,27
95,21,Fire Safety,23-12-20,92
138,31,First Aid,23-12-20,29
539,139,Emergency Response,23-12-20,94
2415,572,First Aid,23-12-20,78
3977,931,Emergency Response,23-12-20,85
952,236,Chemical Safety,24-12-20,12
4125,966,Chemical Safety,25-12-20,87
1574,381,Equipment Handling,27-12-20,38
2426,574,Fire Safety,27-12-20,98
2538,600,Fire Safety,28-12-20,20
1383,336,First Aid,29-12-20,96
2347,557,Equipment Handling,29-12-20,89
2771,657,Equipment Handling,29-12-20,11
474,121,Emergency Response,30-12-20,89
739,188,Chemical Safety,30-12-20,51
936,232,Chemical Safety,30-12-20,86
1535,371,First Aid,30-12-20,90
3551,836,Emergency Response,30-12-20,7
525,137,First Aid,31-12-20,14
1129,273,Equipment Handling,31-12-20,93
2207,514,Fire Safety,31-12-20,29
2889,685,Equipment Handling,31-12-20,91
1448,353,Fire Safety,02-01-21,68
3880,907,Fire Safety,02-01-21,92
870,219,Chemical Safety,03-01-21,76
1966,473,Fire Safety,03-01-21,93
2529,599,Emergency Response,03-01-21,11
4,1,Equipment Handling,05-01-21,32
1480,361,Chemical Safety,06-01-21,66
2083,495,Equipment Handling,06-01-21,100
2183,510,Chemical Safety,07-01-21,89
3301,779,Chemical Safety,08-01-21,30
2781,660,Emergency Response,09-01-21,40
3065,725,Equipment Handling,09-01-21,81
1832,443,Equipment Handling,10-01-21,84
2554,603,Chemical Safety,11-01-21,0
2632,623,First Aid,11-01-21,10
3803,890,Equipment Handling,11-01-21,100
2463,580,Emergency Response,12-01-21,30
2522,597,First Aid,12-01-21,93
1160,281,Equipment Handling,13-01-21,27
1286,310,Emergency Response,13-01-21,82
1821,439,Fire Safety,13-01-21,80
1722,417,Fire Safety,14-01-21,26
2623,621,First Aid,14-01-21,83
4218,987,Fire Safety,14-01-21,88
906,227,Chemical Safety,15-01-21,14
4167,977,First Aid,15-01-21,92
2097,497,First Aid,17-01-21,2
3446,813,First Aid,17-01-21,31
448,117,Fire Safety,19-01-21,99
2816,670,First Aid,19-01-21,13
196,50,Chemical Safety,21-01-21,86
1896,457,First Aid,21-01-21,100
1992,477,Equipment Handling,24-01-21,85
3214,761,First Aid,25-01-21,100
3580,843,Chemical Safety,25-01-21,91
4026,943,Fire Safety,27-01-21,84
2322,546,Chemical Safety,28-01-21,49
3135,744,Fire Safety,28-01-21,31
1625,394,Equipment Handling,29-01-21,82
1197,287,Emergency Response,30-01-21,82
3686,862,First Aid,31-01-21,63
3605,848,Emergency Response,02-02-21,57
4152,972,Equipment Handling,02-02-21,4
464,120,Chemical Safety,03-02-21,100
3679,861,Chemical Safety,05-02-21,74
751,192,First Aid,06-02-21,89
1835,444,Chemical Safety,06-02-21,54
2243,525,Fire Safety,06-02-21,90
3561,838,First Aid,06-02-21,86
27,5,Emergency Response,07-02-21,90
2664,631,Chemical Safety,07-02-21,93
3587,844,Fire Safety,07-02-21,85
106,23,First Aid,08-02-21,87
2029,484,First Aid,08-02-21,48
1238,296,First Aid,09-02-21,95
1986,476,Emergency Response,09-02-21,94
1069,262,Fire Safety,10-02-21,46
3296,778,Chemical Safety,11-02-21,46
359,94,Chemical Safety,12-02-21,76
1812,438,Chemical Safety,12-02-21,47
2059,491,Chemical Safety,12-02-21,84
3232,764,First Aid,12-02-21,70
3730,870,Equipment Handling,12-02-21,44
237,58,Fire Safety,13-02-21,98
4080,955,Emergency Response,13-02-21,80
2256,529,First Aid,14-02-21,71
2397,568,First Aid,14-02-21,22
250,64,Equipment Handling,15-02-21,87
309,79,Emergency Response,15-02-21,94
2412,571,Fire Safety,16-02-21,64
3073,726,Chemical Safety,16-02-21,92
791,200,First Aid,17-02-21,96
1123,272,Chemical Safety,17-02-21,96
3752,876,Chemical Safety,17-02-21,87
2747,651,Fire Safety,18-02-21,78
3919,915,Equipment Handling,19-02-21,83
4205,985,Fire Safety,20-02-21,95
2935,697,First Aid,22-02-21,58
2982,707,Emergency Response,23-02-21,81
4043,947,First Aid,23-02-21,91
1658,405,Fire Safety,24-02-21,22
62,13,Fire Safety,25-02-21,88
2861,680,Emergency Response,25-02-21,19
660,170,Chemical Safety,26-02-21,51
3889,909,Equipment Handling,26-02-21,80
1940,468,Fire Safety,28-02-21,45
2241,524,First Aid,28-02-21,98
3772,881,First Aid,28-02-21,94
914,229,Fire Safety,01-03-21,100
3507,827,Chemical Safety,03-03-21,86
991,243,Fire Safety,04-03-21,88
1045,255,Emergency Response,04-03-21,78
1901,459,Fire Safety,04-03-21,98
3599,847,First Aid,05-03-21,97
688,175,Equipment Handling,06-03-21,92
2188,511,Fire Safety,06-03-21,13
2819,671,Chemical Safety,08-03-21,99
129,28,Chemical Safety,10-03-21,43
642,166,Emergency Response,10-03-21,94
863,218,Fire Safety,10-03-21,81
3874,905,Chemical Safety,10-03-21,82
260,69,Fire Safety,12-03-21,100
1745,420,Chemical Safety,12-03-21,93
3695,864,Equipment Handling,12-03-21,90
368,97,Chemical Safety,13-03-21,84
1471,360,Chemical Safety,13-03-21,38
2389,565,Emergency Response,13-03-21,93
1078,264,Fire Safety,14-03-21,30
2760,654,Chemical Safety,14-03-21,35
4006,940,Emergency Response,14-03-21,59
1465,358,Chemical Safety,15-03-21,97
618,159,Chemical Safety,16-03-21,95
834,211,Emergency Response,16-03-21,99
1804,437,Chemical Safety,16-03-21,93
2662,630,Equipment Handling,16-03-21,38
3036,720,Equipment Handling,16-03-21,4
3350,789,Equipment Handling,16-03-21,22
122,26,Equipment Handling,18-03-21,76
3238,765,Fire Safety,19-03-21,12
4012,941,Fire Safety,19-03-21,9
154,37,Chemical Safety,20-03-21,83
2368,560,First Aid,20-03-21,34
2855,677,Chemical Safety,20-03-21,68
68,16,Fire Safety,21-03-21,99
666,171,Emergency Response,21-03-21,100
164,41,Chemical Safety,22-03-21,95
1634,398,Equipment Handling,23-03-21,47
3469,817,Chemical Safety,24-03-21,47
3539,832,Chemical Safety,25-03-21,7
4186,982,Emergency Response,25-03-21,97
686,174,First Aid,26-03-21,87
2547,601,Equipment Handling,26-03-21,37
3868,904,Chemical Safety,26-03-21,100
1255,302,Chemical Safety,28-03-21,88
3756,879,Equipment Handling,28-03-21,81
610,157,First Aid,01-04-21,21
2239,523,Chemical Safety,01-04-21,92
3852,900,Equipment Handling,01-04-21,53
78,18,First Aid,02-04-21,85
4232,989,First Aid,02-04-21,73
1249,299,First Aid,04-04-21,45
3739,871,Emergency Response,04-04-21,8
295,77,Emergency Response,05-04-21,90
508,133,Fire Safety,05-04-21,77
890,223,Fire Safety,05-04-21,42
1304,313,Emergency Response,05-04-21,100
1668,407,Fire Safety,05-04-21,98
1840,447,First Aid,05-04-21,42
2360,559,Fire Safety,06-04-21,2
595,150,Equipment Handling,07-04-21,27
1116,271,Emergency Response,08-04-21,51
420,111,First Aid,09-04-21,87
515,135,Chemical Safety,09-04-21,1
